threshold,accuracy,precision,recall,specificity,f1,f2,roc_auc,balanced_acc,avg_precision,mcc,fp,fn,tp,tn
0.5,0.8506666666666667,0.5380434782608695,0.7857142857142857,0.8637820512820513,0.6387096774193548,0.7194767441860465,0.8929080179080179,0.8247481684981686,0.713360638904472,0.5643352084217533,85,27,99,539
0.45,0.8373333333333334,0.5099009900990099,0.8174603174603174,0.8413461538461539,0.6280487804878049,0.7294617563739377,0.8929080179080179,0.8294032356532357,0.713360638904472,0.5552255716673833,99,23,103,525
0.4,0.8133333333333334,0.4690265486725664,0.8412698412698413,0.8076923076923077,0.6022727272727273,0.726027397260274,0.8929080179080179,0.8244810744810744,0.713360638904472,0.5287824971351999,120,20,106,504
0.35,0.792,0.43902439024390244,0.8571428571428571,0.7788461538461539,0.5806451612903226,0.72,0.8929080179080179,0.8179945054945055,0.713360638904472,0.5064590748536999,138,18,108,486
0.3,0.7733333333333333,0.41729323308270677,0.8809523809523809,0.7516025641025641,0.5663265306122449,0.7207792207792207,0.8929080179080179,0.8162774725274725,0.713360638904472,0.49432471367973024,155,15,111,469
0.25,0.7373333333333333,0.37966101694915255,0.8888888888888888,0.7067307692307693,0.5320665083135392,0.7008760951188986,0.8929080179080179,0.797809829059829,0.713360638904472,0.45585831834599866,183,14,112,441
